,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
2329,1995-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,-0.1,1995,03,Canada
2330,1995-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,03,Canada
2331,1995-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,03,Canada
2332,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",89.2,1995,04,Canada
2333,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.2,1995,04,Canada
2334,1995-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.0,1995,04,Canada
2335,1995-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.2,1995,04,Canada
2336,1995-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.1,1995,04,Canada
2337,1995-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.2,1995,04,Canada
2338,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",105.4,1995,04,Canada
2339,1995-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.2,1995,04,Canada
2340,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.4,1995,04,Canada
2341,1995-04,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",130.3,1995,04,Canada
2342,1995-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.3,1995,04,Canada
2343,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",131.1,1995,04,Canada
2344,1995-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.0,1995,04,Canada
2345,1995-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.7,1995,04,Canada
2346,1995-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,04,Canada
2347,1995-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,04,Canada
2348,1995-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,04,Canada
2349,1995-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,04,Canada
2350,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",89.4,1995,05,Canada
2351,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,1995,05,Canada
2352,1995-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.2,1995,05,Canada
2353,1995-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.4,1995,05,Canada
2354,1995-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.3,1995,05,Canada
2355,1995-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.5,1995,05,Canada
2356,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",105.6,1995,05,Canada
2357,1995-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.5,1995,05,Canada
2358,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.7,1995,05,Canada
2359,1995-05,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",130.4,1995,05,Canada
2360,1995-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.6,1995,05,Canada
2361,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",131.4,1995,05,Canada
2362,1995-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.2,1995,05,Canada
2363,1995-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.2,1995,05,Canada
2364,1995-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,05,Canada
2365,1995-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,05,Canada
2366,1995-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,05,Canada
2367,1995-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,05,Canada
2368,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",89.4,1995,06,Canada
2369,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.7,1995,06,Canada
2370,1995-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,1995,06,Canada
2371,1995-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.4,1995,06,Canada
2372,1995-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.3,1995,06,Canada
2373,1995-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.5,1995,06,Canada
2374,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",105.6,1995,06,Canada
2375,1995-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.5,1995,06,Canada
2376,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.9,1995,06,Canada
2377,1995-06,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",130.4,1995,06,Canada
2378,1995-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.6,1995,06,Canada
2379,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",131.4,1995,06,Canada
2380,1995-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.2,1995,06,Canada
2381,1995-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.4,1995,06,Canada
2382,1995-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,06,Canada
2383,1995-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,06,Canada
2384,1995-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,06,Canada
2385,1995-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,06,Canada
2386,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",89.7,1995,07,Canada
2387,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.7,1995,07,Canada
2388,1995-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,1995,07,Canada
2389,1995-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.6,1995,07,Canada
2390,1995-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.4,1995,07,Canada
2391,1995-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.7,1995,07,Canada
2392,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.0,1995,07,Canada
2393,1995-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.6,1995,07,Canada
2394,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.0,1995,07,Canada
2395,1995-07,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",130.8,1995,07,Canada
2396,1995-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.9,1995,07,Canada
2397,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",131.9,1995,07,Canada
2398,1995-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.4,1995,07,Canada
2399,1995-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.6,1995,07,Canada
2400,1995-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,07,Canada
2401,1995-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,07,Canada
2402,1995-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,07,Canada
2403,1995-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,07,Canada
2404,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",89.9,1995,08,Canada
2405,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.9,1995,08,Canada
2406,1995-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,1995,08,Canada
2407,1995-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.4,1995,08,Canada
2408,1995-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.3,1995,08,Canada
2409,1995-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.5,1995,08,Canada
2410,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.2,1995,08,Canada
2411,1995-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.5,1995,08,Canada
2412,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.2,1995,08,Canada
2413,1995-08,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.1,1995,08,Canada
2414,1995-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.7,1995,08,Canada
2415,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.1,1995,08,Canada
2416,1995-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.3,1995,08,Canada
2417,1995-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.8,1995,08,Canada
2418,1995-08,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,08,Canada
2419,1995-08,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,08,Canada
2420,1995-08,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,08,Canada
2421,1995-08,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,08,Canada
2422,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.1,1995,09,Canada
2423,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.0,1995,09,Canada
2424,1995-09,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.0,1995,09,Canada
2425,1995-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.5,1995,09,Canada
2426,1995-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.4,1995,09,Canada
2427,1995-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.6,1995,09,Canada
2428,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.4,1995,09,Canada
2429,1995-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.6,1995,09,Canada
2430,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.3,1995,09,Canada
2431,1995-09,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.4,1995,09,Canada
2432,1995-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.8,1995,09,Canada
2433,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.3,1995,09,Canada
2434,1995-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.6,1995,09,Canada
2435,1995-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.9,1995,09,Canada
2436,1995-09,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,09,Canada
2437,1995-09,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,09,Canada
2438,1995-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,09,Canada
2439,1995-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,09,Canada
2440,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.0,1995,10,Canada
2441,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.0,1995,10,Canada
2442,1995-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,1995,10,Canada
2443,1995-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.4,1995,10,Canada
2444,1995-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.4,1995,10,Canada
2445,1995-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.5,1995,10,Canada
2446,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.3,1995,10,Canada
2447,1995-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.6,1995,10,Canada
2448,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.3,1995,10,Canada
2449,1995-10,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.5,1995,10,Canada
2450,1995-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.7,1995,10,Canada
2451,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.3,1995,10,Canada
2452,1995-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.6,1995,10,Canada
2453,1995-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.1,1995,10,Canada
2454,1995-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,10,Canada
2455,1995-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,10,Canada
2456,1995-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,10,Canada
2457,1995-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,10,Canada
2458,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.3,1995,11,Canada
2459,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.1,1995,11,Canada
2460,1995-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1995,11,Canada
2461,1995-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.7,1995,11,Canada
2462,1995-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.5,1995,11,Canada
2463,1995-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.8,1995,11,Canada
2464,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.7,1995,11,Canada
2465,1995-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.7,1995,11,Canada
2466,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.4,1995,11,Canada
2467,1995-11,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.8,1995,11,Canada
2468,1995-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.0,1995,11,Canada
2469,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.7,1995,11,Canada
2470,1995-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.7,1995,11,Canada
2471,1995-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.3,1995,11,Canada
2472,1995-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,11,Canada
2473,1995-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,11,Canada
2474,1995-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,11,Canada
2475,1995-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,11,Canada
2476,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.0,1995,12,Canada
2477,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.0,1995,12,Canada
2478,1995-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1995,12,Canada
2479,1995-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.5,1995,12,Canada
2480,1995-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.5,1995,12,Canada
2481,1995-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.6,1995,12,Canada
2482,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.3,1995,12,Canada
2483,1995-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.7,1995,12,Canada
2484,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.3,1995,12,Canada
2485,1995-12,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.3,1995,12,Canada
2486,1995-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",128.8,1995,12,Canada
2487,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.2,1995,12,Canada
2488,1995-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.8,1995,12,Canada
2489,1995-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.2,1995,12,Canada
2490,1995-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,1995,12,Canada
2491,1995-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1995,12,Canada
2492,1995-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1995,12,Canada
2493,1995-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1995,12,Canada
2494,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.1,1996,01,Canada
2495,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.2,1996,01,Canada
2496,1996-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1996,01,Canada
2497,1996-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.6,1996,01,Canada
2498,1996-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.6,1996,01,Canada
2499,1996-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",105.9,1996,01,Canada
2500,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.4,1996,01,Canada
2501,1996-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",105.9,1996,01,Canada
2502,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.5,1996,01,Canada
2503,1996-01,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",131.7,1996,01,Canada
2504,1996-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.0,1996,01,Canada
2505,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.3,1996,01,Canada
2506,1996-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.9,1996,01,Canada
2507,1996-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.3,1996,01,Canada
2508,1996-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,1996,01,Canada
2509,1996-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1996,01,Canada
2510,1996-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,01,Canada
2511,1996-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,01,Canada
2512,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.3,1996,02,Canada
2513,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.3,1996,02,Canada
2514,1996-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1996,02,Canada
2515,1996-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",88.7,1996,02,Canada
2516,1996-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",88.7,1996,02,Canada
2517,1996-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",106.0,1996,02,Canada
2518,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.7,1996,02,Canada
2519,1996-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.0,1996,02,Canada
2520,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.7,1996,02,Canada
2521,1996-02,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.0,1996,02,Canada
2522,1996-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.2,1996,02,Canada
2523,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.7,1996,02,Canada
2524,1996-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.9,1996,02,Canada
2525,1996-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.4,1996,02,Canada
2526,1996-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,1996,02,Canada
2527,1996-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1996,02,Canada
